id,stateName,name,geoid,electionYear,vtdst10,aland,awater, totalVotes 
105,NH,TOWNSHIP OF SUCCESS,33007SUCC01,2016,SUCC01,146314681,1345062, -   
106,NH,TOWNSHIP OF THOMPSON AND MESERVES PURCHASE,33007THOM01,2016,THOM01,47948486,1239, -   
107,NH,TOWNSHIP OF WENTWORTH LOCATION,33007WENL01,2016,WENL01,47962416,2370456, 18 
108,NH,LEBANON WARD 1,33009LEBA01,2016,LEBA01,41055393,2160466," 2,349 "
109,NH,LEBANON WARD 2,33009LEBA02,2016,LEBA02,22768608,46896," 2,264 "
110,NH,LEBANON WARD 3,33009LEBA03,2016,LEBA03,40608139,414328," 2,479 "
111,NH,TOWN OF ALEXANDRIA,33009ALEX01,2016,ALEX01,111235001,516416, 941 
112,NH,TOWN OF ASHLAND,33009ASHL01,2016,ASHL01,28461372,1379234," 1,083 "
113,NH,TOWN OF BATH,33009BATH01,2016,BATH01,97684995,2309003, 535 
114,NH,TOWN OF BENTON,33009BENT01,2016,BENT01,124644743,594441, 188 
115,NH,TOWN OF BETHLEHEM,33009BETH01,2016,BETH01,234651977,915397," 1,441 "
116,NH,TOWN OF BRIDGEWATER,33009BRID01,2016,BRID01,54998128,508150, 718 
117,NH,TOWN OF BRISTOL,33009BRIS01,2016,BRIS01,44306578,13554219," 1,625 "
118,NH,TOWN OF CAMPTON,33009CAMP01,2016,CAMP01,134289268,1805001," 1,871 "
119,NH,TOWN OF CANAAN,33009CANA01,2016,CANA01,137947428,4578440," 1,881 "
120,NH,TOWN OF DORCHESTER,33009DORC01,2016,DORC01,115684095,1564567, 214 
121,NH,TOWN OF EASTON,33009EASN01,2016,EASN01,80762466,35781, 193 
122,NH,TOWN OF ELLSWORTH,33009ELLS01,2016,ELLS01,55327043,319738, 57 
123,NH,TOWN OF ENFIELD,33009ENFI01,2016,ENFI01,104285988,7362850," 2,521 "
124,NH,TOWN OF FRANCONIA,33009FRCA01,2016,FRCA01,170111712,806825, 743 
125,NH,TOWN OF GRAFTON,33009GRAF01,2016,GRAF01,107947535,2420481, 706 
126,NH,TOWN OF GROTON,33009GROT01,2016,GROT01,105831012,177970, 323 
127,NH,TOWN OF HANOVER,33009HANO01,2016,HANO01,126969678,3277635," 7,727 "
128,NH,TOWN OF HAVERHILL,33009HAVE01,2016,HAVE01,132063460,2899484," 2,102 "
129,NH,TOWN OF HEBRON,33009HEBR01,2016,HEBR01,42818153,5641784, 428 
130,NH,TOWN OF HOLDERNESS,33009HOLD01,2016,HOLD01,78922251,13868744," 1,306 "
131,NH,TOWN OF LANDAFF,33009LAND01,2016,LAND01,73412904,337958, 247 
132,NH,TOWN OF LINCOLN,33009LINC01,2016,LINC01,337583670,1458404, 835 
133,NH,TOWN OF LISBON,33009LISB01,2016,LISB01,67833787,1151282, 699 
134,NH,TOWN OF LITTLETON,33009LITT01,2016,LITT01,129765290,10379660," 2,833 "
135,NH,TOWN OF LYMAN,33009LYMA01,2016,LYMA01,73822238,767008, 313 
136,NH,TOWN OF LYME,33009LYME01,2016,LYME01,139434626,2297847," 1,166 "
137,NH,TOWN OF MONROE,33009MONR01,2016,MONR01,57744679,3862169, 489 
138,NH,TOWN OF ORANGE,33009ORAN01,2016,ORAN01,59993927,150672, 166 
139,NH,TOWN OF ORFORD,33009ORFO01,2016,ORFO01,120780821,3605353, 719 
140,NH,TOWN OF PIERMONT,33009PIER01,2016,PIER01,99641421,3571109, 381 
141,NH,TOWN OF PLYMOUTH,33009PLYM01,2016,PLYM01,72846018,1487420," 3,794 "
142,NH,TOWN OF RUMNEY,33009RUMN01,2016,RUMN01,107887742,2370633, 871 
143,NH,TOWN OF SUGAR HILL,33009SUGA01,2016,SUGA01,44038542,472640, 421 
144,NH,TOWN OF THORNTON,33009THOR01,2016,THOR01,129974563,1570230," 1,489 "
145,NH,TOWN OF WARREN,33009WARR01,2016,WARR01,125808962,1218131, 460 
146,NH,TOWN OF WATERVILLE VALLEY,33009WATE01,2016,WATE01,167886829,333506, 259 
147,NH,TOWN OF WENTWORTH,33009WENT01,2016,WENT01,107348082,1316027, 519 
148,NH,TOWN OF WOODSTOCK,33009WOOD01,2016,WOOD01,151980367,1422457, 759 
149,NH,TOWNSHIP OF LIVERMORE,33009LIVE01,2016,LIVE01,164767350,445366, -   
150,NH,MANCHESTER WARD 1,33011MANC01,2016,MANC01,8088561,292717," 5,477 "
151,NH,MANCHESTER WARD 10,33011MANC10,2016,MANC10,4334399,231399," 4,051 "
152,NH,MANCHESTER WARD 11,33011MANC11,2016,MANC11,2176965,72178," 3,284 "
153,NH,MANCHESTER WARD 12,33011MANC12,2016,MANC12,13520927,574722," 4,286 "
154,NH,MANCHESTER WARD 2,33011MANC02,2016,MANC02,6250206,0," 4,696 "
155,NH,MANCHESTER WARD 3,33011MANC03,2016,MANC03,3480866,345368," 2,984 "
156,NH,MANCHESTER WARD 4,33011MANC04,2016,MANC04,3081525,47810," 3,465 "
157,NH,MANCHESTER WARD 5,33011MANC05,2016,MANC05,2236750,0," 2,833 "
158,NH,MANCHESTER WARD 6,33011MANC06,2016,MANC06,16150404,2190612," 4,946 "
159,NH,MANCHESTER WARD 7,33011MANC07,2016,MANC07,2785891,5688," 3,856 "
160,NH,MANCHESTER WARD 8,33011MANC08,2016,MANC08,17132937,616397," 5,000 "
